timestamp,humidity,temperature,solar_radiation,wind_speed,soil_moisture,eto,flow_rate,ph,n,p,k,image_path,valve_status
2024-07-25 11:11:25.995278,78.69230626925093,27.1243393243495,224.49362420694715,11.473615888492908,11.11390826012083,5.472025872561635,7.1674320899558355,7.068884951513965,31.34629681841109,31.169323719865684,77.12030578438845,images/day_0.jpg,True
2024-07-25 11:11:26.999753,82.5392885505195,16.88626574720934,111.45133655355882,13.52413550422158,96.9048137545215,2.5547873025567043,1.5324934950671387,5.633076704987297,28.472644527782588,17.00203162240256,77.09159866928866,images/day_0.jpg,False
2024-07-25 11:11:28.003002,66.09921575026922,18.170537017456027,203.20892630834726,10.233273206668635,57.01346402249952,5.068418540175959,5.703237401612951,6.129908706967101,41.9912515781673,94.18196706400131,15.729937238273738,images/day_0.jpg,False
2024-07-25 11:11:29.006864,39.68117978595107,17.516656999113735,150.07780009058627,18.700761842102494,57.44686548122838,9.605855131155979,9.820217768915807,6.582451062229879,97.18657252113042,30.163540410266464,34.50184603192069,images/day_0.jpg,False
2024-07-25 11:11:30.010674,54.4771367984612,18.413819008471414,270.707697202153,9.77450664199129,97.00773971194707,6.834439328936089,6.062534523881612,5.574979695537857,20.40422635116984,50.14979448664785,29.551924360554704,images/day_0.jpg,False
2024-07-25 11:11:31.023950,83.59050898215733,24.571504061774412,88.78043157280493,6.459081225305545,71.1668912034969,3.1476881795391582,6.435213859317736,6.962426159544947,88.52084472339541,6.776845284196364,60.35935186068987,images/day_0.jpg,False
2024-07-25 11:11:32.027507,51.53729506453112,30.74578966567379,134.91422073935865,0.9726500870255705,45.15437794264289,4.80251861945392,7.630729198219272,7.192961846326472,55.763999272448736,37.07571621820952,63.79669963513579,images/day_0.jpg,False
2024-07-25 11:11:33.031607,48.266151222213864,24.96768063307032,146.05111830466817,2.798216170898302,17.359891381120708,7.195877413478799,0.16285772301937174,6.409995512557799,62.383836660056815,89.09671722925552,62.17476437481388,images/day_0.jpg,True
2024-07-25 11:11:34.034178,40.79844773663475,24.812612606690447,9.471739936977555,11.315870268646403,16.940152022520184,13.184409883355656,5.30514528735388,6.0677700815113385,64.67493381494472,60.77040960581375,12.486562151839486,images/day_0.jpg,True
2024-07-25 11:11:35.037885,75.72038368791544,30.708977617350648,66.89143689448478,3.793726579764898,0.18972397640180105,5.3339574404641885,6.973758293795665,5.556781053792145,77.42204141663301,75.90959397892073,14.43777661673492,images/day_0.jpg,True
2024-07-25 11:11:36.053931,46.08395746104229,18.31028945868582,211.17622870397727,0.15881023438096165,74.03116841766688,0.6889299887968223,4.334737197582292,6.553284579373143,40.43384848182995,85.73328353503872,17.938885344146616,images/day_0.jpg,False
2024-07-25 11:11:37.057275,37.564314443717926,25.555088158952444,14.612714618044667,8.398449340562884,97.26034072230453,13.519445718762787,1.1325470546379768,7.493961801220273,27.70093159131929,71.18945434766036,26.088477534895926,images/day_0.jpg,False
2024-07-25 11:11:38.060721,73.30139566727243,29.288390970128635,11.341037085885032,3.553882038664109,65.80114912672411,5.238435650138096,6.41543993732773,5.530469554621644,32.32941393616796,82.03951876068508,16.092535536924057,images/day_0.jpg,False
2024-07-25 11:11:39.065462,83.23019236749593,28.409088728642026,64.12156302774706,1.776134012318209,37.855094515149844,2.2052166060452763,8.00458140823546,5.854649811150278,75.41707147861459,33.351113792770306,88.55341237921671,images/day_0.jpg,False
2024-07-25 11:11:40.068838,84.21380110797226,23.044647358883502,186.72675335256548,13.072198378555093,21.9068662449328,3.3075893934685667,8.110034087652503,5.994215780049087,70.36978769838572,1.3410410304363851,74.73375008450999,images/day_0.jpg,True
2024-07-25 11:11:41.071492,57.36052680060827,30.795794989071723,93.76954842952799,7.523492178621163,24.76222640364384,11.976969203380989,2.2345423685048282,5.605579497260214,8.89469641194549,45.1100155509669,87.43428788009653,images/day_0.jpg,True
2024-07-25 11:11:42.073933,30.72428679700067,21.683046523326254,139.13125559087612,0.7814417805939966,98.72093278634941,3.4949277946189166,6.282408682105193,6.028785677706382,38.83253116210228,9.258200254032722,54.276260626243655,images/day_0.jpg,False
2024-07-25 11:11:43.078846,84.26208103979432,28.640608941712614,106.06540270552156,7.344051422044117,84.85266630077672,3.9358132059584054,4.743777052849799,6.831027921655421,34.3070906778414,11.597373396644306,38.03214101928308,images/day_0.jpg,False
2024-07-25 11:11:44.081617,42.57324013977656,25.31704192411881,70.5574007398913,0.3951907769637941,93.91915817943512,2.0186426561268416,8.004908595600801,6.480917599863613,7.646096742617836,84.79327678219106,39.15523718928894,images/day_0.jpg,False
2024-07-25 11:11:45.084983,56.53260548091676,32.43422988845508,235.71784121367546,3.308811939270615,65.61557175396041,9.93829409319049,5.891583666403567,6.195597079617958,24.715138554740058,72.83976631612967,94.1756288477077,images/day_0.jpg,False
2024-07-25 11:11:46.097682,62.10904989381865,22.714971056339508,203.5960837512552,10.201683692163886,53.34144126535579,7.370677158154753,7.999265040014292,6.314398914666549,6.265829292710601,44.14221540228449,52.86947510033756,images/day_0.jpg,False
2024-07-25 11:11:47.100691,36.656775282929075,25.748820006975883,50.72732478863883,6.835565772157814,73.70842892552389,13.095903604590454,3.9791720034086717,6.6873759594961895,2.401191089907484,7.799635809032757,24.82909114306462,images/day_0.jpg,False
2024-07-25 11:11:48.103272,62.333225899532074,18.840086210357867,214.375457253492,2.276026654542389,37.394353106229715,3.3539876079101534,8.341613370089272,6.184914044869828,13.4931275661758,89.63871268800541,35.23005872307671,images/day_0.jpg,False
2024-07-25 11:11:49.105688,71.57093165040573,15.243051194520662,162.5262040109012,10.205634022392058,1.2811575222658633,3.5622183526630775,5.093221451877969,5.707015033990421,46.71487709766342,84.01625131087694,70.34676890662725,images/day_0.jpg,True
2024-07-25 11:11:50.108098,30.283967366721257,25.037015821975253,118.78931074145676,12.967367204672167,35.95090967361628,16.17471604557611,4.243369520710672,6.845113196239932,79.5675510613944,90.4036929836415,70.46849861158975,images/day_0.jpg,False
2024-07-25 11:11:51.120293,86.56099797248599,25.909360371154815,89.25400710958903,17.252587452827374,81.81264993075855,3.443764482592595,9.325919884183007,7.489544961608525,97.92449289276232,88.11841068572221,1.8087972895222681,images/day_0.jpg,False
